c_days_from_compas,juv_other_count,start,juv_misd_count,juv_fel_count,days_b_screening_arrest,priors_count,r_days_from_arrest,decile_score,is_violent_recid,event,end,is_recid,sex,two_year_recid,two_year_recid_prob,age_cat
13.0,0,0,0,0,-13.0,5,,6,0,0,1101,0,Male,0,0.00025654788,25 - 45
1.0,0,0,0,0,-1.0,8,,2,0,0,757,0,Male,0,0.00019763414,25 - 45
2.0,0,0,0,0,-1.0,0,,2,0,0,1159,0,Female,0,0.0001655882,25 - 45
1.0,0,0,0,0,-1.0,5,0.0,5,0,1,484,1,Male,1,0.9969428,25 - 45
0.0,0,1,0,0,0.0,0,,3,0,0,1140,0,Female,0,0.00019631757,25 - 45
1.0,0,0,0,0,,6,,4,0,1,226,1,Male,1,0.998769,25 - 45
1.0,1,0,0,0,620.0,1,,8,0,0,620,1,Male,0,0.10974178,25 - 45
1.0,0,0,0,0,-1.0,6,,3,0,0,602,0,Male,0,0.0005949827,25 - 45
1.0,0,0,0,0,0.0,0,,2,0,0,965,0,Male,0,0.00017226889,25 - 45
1.0,0,0,0,0,-1.0,0,,2,0,0,1085,0,Male,0,0.0001655882,25 - 45
1.0,0,0,0,0,-1.0,1,,2,0,0,905,0,Male,0,0.00015225238,25 - 45
1.0,0,0,0,0,-1.0,0,,1,0,0,746,0,Male,0,0.00031808598,25 - 45
1.0,0,15,0,0,-1.0,0,4.0,10,0,1,359,1,Male,1,0.99948263,25 - 45
40.0,0,0,0,0,-39.0,9,0.0,6,0,0,111,1,Male,0,0.9465688,25 - 45
68.0,0,0,0,0,,1,,2,0,0,1054,0,Male,0,0.00021630674,25 - 45
3.0,0,0,0,0,-2.0,2,,4,0,0,795,0,Male,0,0.00025261918,25 - 45
60.0,0,0,0,0,-60.0,8,,1,0,1,290,1,Male,1,0.9983847,25 - 45
1.0,0,179,0,0,-1.0,17,,10,0,0,957,0,Male,0,0.0006598828,25 - 45
1.0,0,0,0,0,0.0,0,,2,1,0,136,1,Male,0,0.95647883,25 - 45
1.0,0,1,0,0,-1.0,2,,3,0,0,125,1,Male,0,0.7922728,25 - 45
47.0,0,0,0,0,-70.0,4,,2,0,0,835,0,Male,0,0.0002462561,25 - 45
16.0,0,0,0,0,-19.0,9,0.0,4,0,1,54,1,Female,1,0.9989058,25 - 45
41.0,0,0,0,0,-42.0,1,,1,0,0,967,0,Female,0,0.0002266789,25 - 45
1.0,0,0,0,0,-1.0,12,245.0,8,0,0,382,1,Male,0,0.9594052,25 - 45
29.0,0,0,0,0,-29.0,1,,1,0,0,968,0,Male,0,0.0002266789,25 - 45
0.0,0,1,0,0,0.0,0,,1,0,0,825,0,Male,0,0.00024018993,25 - 45
852.0,0,0,0,0,,3,,8,0,0,1144,0,Female,0,0.00022965555,25 - 45
2.0,0,0,0,0,-2.0,0,,5,0,0,844,0,Male,0,0.00020097659,25 - 45
0.0,1,118,13,0,0.0,21,0.0,9,0,1,254,1,Male,1,0.9988657,25 - 45
0.0,0,0,0,0,0.0,5,,7,1,1,759,1,Male,0,0.016414445,25 - 45
64.0,0,0,0,0,-63.0,12,,7,0,1,811,1,Male,0,0.020898622,25 - 45
1.0,0,0,0,0,0.0,0,,3,0,0,791,0,Female,0,0.00021496869,25 - 45
25.0,0,0,0,0,-25.0,4,,4,0,0,127,0,Male,0,0.0026661986,25 - 45
1.0,0,0,0,0,,0,,1,0,0,852,0,Male,0,0.0001868898,25 - 45
19.0,0,0,0,0,200.0,33,0.0,7,0,1,200,1,Male,1,0.9989059,25 - 45
1.0,0,0,0,0,-1.0,1,,2,0,1,526,1,Male,1,0.9928895,25 - 45
1.0,0,5,0,0,-1.0,2,,2,0,1,282,1,Male,1,0.9983596,25 - 45
1.0,0,0,0,0,-1.0,2,0.0,9,0,1,82,1,Male,1,0.9982374,25 - 45
0.0,0,0,0,0,0.0,3,,2,0,0,1104,0,Male,0,0.00016804982,25 - 45
1.0,0,41,0,0,-1.0,1,,3,0,0,291,0,Male,0,0.0029887937,25 - 45
1.0,0,0,0,0,0.0,3,0.0,5,0,1,219,1,Male,1,0.9986324,25 - 45
1.0,0,4,0,0,0.0,3,,2,0,1,98,1,Male,1,0.99862766,25 - 45
0.0,0,0,0,0,0.0,1,0.0,4,0,1,118,1,Male,1,0.9978671,25 - 45
1.0,0,54,0,1,-1.0,15,,8,0,0,1086,0,Male,0,0.0003792186,25 - 45
1.0,0,3,0,0,-1.0,0,,2,0,0,1184,0,Male,0,0.00018391464,25 - 45
1.0,0,0,0,0,-1.0,10,119.0,7,0,1,125,1,Male,1,0.99954623,25 - 45
0.0,0,0,0,0,0.0,6,,3,0,1,202,1,Male,1,0.9977785,25 - 45
1.0,0,52,0,0,-1.0,9,,7,0,1,72,1,Male,1,0.9990982,25 - 45
0.0,0,0,0,0,0.0,9,,4,0,0,59,0,Male,0,0.0044802213,25 - 45
0.0,2,0,3,0,0.0,10,123.0,10,0,1,2,1,Female,1,0.9989374,25 - 45
1.0,0,0,1,0,-1.0,5,,1,0,0,25,0,Male,0,0.0023934813,25 - 45
1.0,0,0,0,0,-1.0,0,0.0,7,0,1,3,1,Male,1,0.9992442,25 - 45
2.0,0,31,0,0,-1.0,8,1.0,7,0,1,78,1,Female,1,0.999225,25 - 45
15.0,0,0,0,0,-15.0,2,,6,0,0,232,0,Female,0,0.0011399107,25 - 45
1.0,0,1,1,0,-1.0,2,0.0,3,1,1,150,1,Male,1,0.99521834,25 - 45
117.0,0,0,0,0,489.0,2,61.0,1,0,1,428,1,Male,1,0.9972126,25 - 45
39.0,0,0,0,0,-39.0,6,0.0,8,1,0,80,1,Male,0,0.6285511,25 - 45
1.0,0,12,0,0,-1.0,8,1.0,3,0,1,64,1,Male,1,0.9991725,25 - 45
14.0,0,0,0,0,-29.0,2,,6,0,0,948,0,Male,0,0.00025627066,25 - 45
1.0,0,1,0,0,0.0,10,,4,0,0,1047,0,Male,0,0.00020771389,25 - 45
1.0,0,1,0,0,-1.0,2,,5,0,0,464,0,Male,0,0.0014193612,25 - 45
1.0,0,0,0,0,-1.0,3,,5,0,0,373,0,Female,0,0.001473783,25 - 45
1.0,0,2,0,0,-1.0,1,,10,0,0,148,0,Male,0,0.0033346144,25 - 45
3.0,0,0,0,0,-3.0,2,,1,0,0,1033,0,Male,0,0.00018934785,25 - 45
16.0,1,0,0,0,-19.0,5,,8,0,0,92,0,Male,0,0.0013470786,25 - 45
0.0,0,0,0,0,0.0,1,,7,0,1,274,1,Male,1,0.9984932,25 - 45
0.0,0,4,0,0,0.0,2,0.0,2,1,0,257,1,Male,0,0.7804104,25 - 45
1.0,0,194,0,0,-1.0,7,,3,0,0,1045,0,Male,0,0.00046516227,25 - 45
1135.0,0,0,0,0,,1,,8,0,0,1043,0,Male,0,0.00022965555,25 - 45
1.0,0,1,0,0,-1.0,3,0.0,6,0,1,263,1,Male,1,0.9987388,25 - 45
1.0,0,0,0,0,0.0,0,,5,0,1,444,1,Female,1,0.9979705,25 - 45
1.0,0,13,0,0,-1.0,6,1.0,8,1,0,87,1,Male,0,0.93946713,25 - 45
1.0,0,1,1,0,-1.0,4,,6,0,0,279,0,Female,0,0.0024006881,25 - 45
0.0,0,0,0,0,0.0,0,,2,0,0,1142,0,Female,0,0.00018530541,25 - 45
28.0,0,0,0,0,27.0,14,0.0,6,0,1,27,1,Male,1,0.9986737,25 - 45
1.0,0,0,0,0,-1.0,3,,3,0,0,846,0,Female,0,0.00015016839,25 - 45
1.0,0,0,0,0,-1.0,4,249.0,6,0,1,194,1,Female,1,0.999005,25 - 45
1.0,0,0,0,0,-1.0,2,0.0,4,0,1,368,1,Male,1,0.9986112,25 - 45
1.0,0,1,0,0,-1.0,0,,6,0,0,86,0,Male,0,0.0014155087,25 - 45
1.0,0,0,0,0,-1.0,0,,1,0,0,823,0,Male,0,0.00020259463,25 - 45
1.0,0,29,0,0,-1.0,3,,2,0,0,68,0,Female,1,0.0027825164,25 - 45
1.0,0,1,0,0,-1.0,1,0.0,2,0,0,103,1,Male,0,0.86383575,25 - 45
4.0,0,0,0,0,-3.0,6,0.0,5,1,0,58,1,Male,1,0.976025,25 - 45
66.0,0,0,0,0,-66.0,1,,4,0,0,433,0,Female,1,0.0025832497,25 - 45
1.0,0,141,0,0,-1.0,0,,10,0,0,1123,0,Male,0,0.0004541241,25 - 45
1.0,0,0,0,0,-1.0,0,,1,0,0,903,0,Female,0,0.00018357423,25 - 45
8.0,0,0,0,0,-8.0,9,18.0,8,0,1,55,1,Male,1,0.9993049,25 - 45
4.0,0,0,0,0,-4.0,0,,1,0,0,977,0,Female,0,0.0002059322,25 - 45
1.0,1,462,1,2,-1.0,16,,9,0,1,792,1,Male,0,0.968777,25 - 45
1.0,0,3,0,0,-1.0,0,,2,0,0,1046,0,Male,0,0.00018391464,25 - 45
1.0,0,0,0,0,,0,,2,0,0,900,0,Male,0,0.00016857896,25 - 45
0.0,0,0,0,0,0.0,4,0.0,7,0,1,259,1,Female,1,0.99767417,25 - 45
1.0,0,0,0,0,-1.0,1,,3,0,0,923,0,Male,0,0.00015225238,25 - 45
1.0,0,0,0,0,-1.0,14,,8,0,0,973,0,Male,0,0.00020953876,25 - 45
0.0,0,1,0,0,0.0,0,,2,0,0,1152,0,Male,0,0.00019631757,25 - 45
1.0,0,0,2,0,-1.0,21,1.0,10,1,1,772,1,Male,0,0.080307834,25 - 45
1.0,0,0,0,0,-1.0,3,1.0,2,0,1,196,1,Female,1,0.99747306,25 - 45
81.0,0,0,0,0,-80.0,1,,4,0,0,361,0,Male,0,0.0037412858,25 - 45
1.0,0,16,0,0,-1.0,9,1.0,10,0,1,102,1,Male,1,0.9993155,25 - 45
1.0,0,1,0,0,-1.0,1,,1,0,0,951,0,Male,0,0.00018950085,25 - 45
1.0,0,0,0,0,-1.0,2,,5,0,1,10,1,Female,1,0.99862313,25 - 45
1.0,0,13,0,0,-1.0,1,,4,0,0,1119,0,Male,0,0.00022085576,25 - 45
1.0,0,0,0,0,-1.0,4,,2,0,1,689,1,Male,1,0.9937243,25 - 45
0.0,0,1,0,0,0.0,5,,8,0,0,191,0,Male,0,0.0016114954,25 - 45
5.0,0,0,0,0,-5.0,1,0.0,6,0,0,86,1,Female,1,0.93261343,25 - 45
1.0,0,0,0,0,-1.0,0,0.0,4,0,0,48,1,Male,1,0.9956216,25 - 45
75.0,0,0,0,0,-75.0,1,,2,0,0,981,0,Male,0,0.0002231377,25 - 45
1.0,0,0,0,0,-1.0,3,0.0,8,0,1,9,1,Male,1,0.99919575,25 - 45
1.0,0,3,3,0,-1.0,10,,6,0,0,54,1,Male,0,0.95287055,25 - 45
1.0,0,0,0,0,-1.0,1,,2,0,0,912,0,Male,0,0.00015225238,25 - 45
1.0,0,180,1,6,-1.0,17,,7,0,1,427,1,Male,1,0.99868065,25 - 45
1.0,0,0,0,0,-1.0,1,,3,0,0,366,0,Male,0,0.0017753865,25 - 45
1.0,0,0,0,0,-1.0,6,0.0,8,0,1,350,1,Male,1,0.9993211,25 - 45
1.0,0,42,0,0,-1.0,1,,3,0,0,848,0,Male,0,0.00025543492,25 - 45
1.0,0,0,0,0,-1.0,2,,1,0,0,964,0,Male,0,0.00016647982,25 - 45
1.0,1,6,2,0,-1.0,10,0.0,5,0,0,59,1,Male,1,0.9879148,25 - 45
0.0,0,0,0,0,0.0,9,97.0,6,0,1,157,1,Male,1,0.99762577,25 - 45
0.0,0,9,0,0,0.0,1,0.0,4,0,1,15,1,Male,1,0.99875724,25 - 45
1.0,0,1,0,0,0.0,1,,1,0,0,871,0,Male,0,0.00018603551,25 - 45
1.0,0,0,0,0,-1.0,1,,2,0,0,1051,0,Male,0,0.00015225238,25 - 45
1.0,0,0,0,0,0.0,2,,8,0,1,289,1,Male,1,0.9989794,25 - 45
1.0,0,18,1,0,-1.0,4,,8,0,0,356,1,Male,1,0.98359644,25 - 45
1.0,0,5,0,0,-1.0,0,0.0,2,0,0,7,1,Male,1,0.9929929,25 - 45
1.0,0,40,0,0,-1.0,14,0.0,9,0,1,244,1,Male,1,0.9993051,25 - 45
1.0,0,1,0,0,-1.0,0,,2,0,0,887,0,Female,0,0.00018590607,25 - 45
4.0,0,0,0,0,-4.0,19,0.0,9,1,0,79,1,Male,1,0.98896617,25 - 45
1.0,0,0,0,0,-1.0,0,,1,0,0,1089,0,Male,0,0.00018357423,25 - 45
1.0,0,34,0,0,-1.0,6,,8,0,1,663,1,Male,1,0.99718875,25 - 45
1.0,0,1,0,0,0.0,0,0.0,2,0,1,230,1,Male,1,0.99852175,25 - 45
1.0,2,0,0,0,-1.0,2,0.0,5,0,0,371,1,Female,1,0.93164116,25 - 45
0.0,0,65,0,0,0.0,8,407.0,9,0,1,322,1,Male,1,0.99797267,25 - 45
1.0,0,0,0,0,-1.0,0,,7,0,0,804,0,Male,0,0.00026393268,25 - 45
51.0,0,0,0,0,-51.0,6,,4,0,1,463,1,Female,1,0.9967315,25 - 45
1.0,0,38,0,0,-1.0,6,0.0,4,0,1,127,1,Male,1,0.99876994,25 - 45
2.0,0,0,0,0,-1.0,0,,1,0,0,759,0,Male,0,0.00022907536,25 - 45
1.0,0,47,0,0,-1.0,4,,5,0,0,1091,0,Male,0,0.0003191677,25 - 45
483.0,0,0,0,0,16.0,5,,10,0,0,16,0,Female,1,0.0034191583,25 - 45
1.0,0,0,0,0,-1.0,3,,2,0,0,1106,0,Male,0,0.00015016839,25 - 45
1.0,0,33,0,0,-1.0,5,,5,0,1,162,1,Female,1,0.9978624,25 - 45
3.0,0,0,0,0,-2.0,0,,2,0,0,998,0,Female,0,0.00018575598,25 - 45
1.0,1,64,1,0,-1.0,3,,3,0,0,1123,0,Male,0,0.0002944059,25 - 45
1.0,0,12,0,0,0.0,0,,4,0,0,940,0,Male,0,0.00022939841,25 - 45
30.0,0,0,0,0,-30.0,7,0.0,6,0,1,35,1,Female,1,0.99889565,25 - 45
1.0,0,9,0,0,-1.0,2,,2,1,1,363,1,Male,1,0.9985708,25 - 45
43.0,0,0,0,0,-43.0,2,,4,0,0,906,0,Male,0,0.00024405218,25 - 45
1.0,0,0,0,0,0.0,0,,7,0,0,800,0,Male,0,0.0003288707,25 - 45
1.0,0,0,0,0,-1.0,1,,2,0,0,255,0,Male,0,0.0011084097,25 - 45
1.0,0,0,0,0,-1.0,1,,1,0,1,147,1,Male,1,0.99911517,25 - 45
1.0,0,85,3,1,-1.0,24,,10,1,1,444,1,Male,1,0.99886763,25 - 45
1.0,0,5,0,0,-1.0,1,,7,0,0,1079,0,Male,0,0.00021433464,25 - 45
123.0,0,0,0,0,-123.0,3,,2,0,0,939,0,Male,0,0.0002127313,25 - 45
1.0,0,0,0,0,,0,,4,0,0,1186,0,Female,0,0.00020460658,25 - 45
1.0,0,0,0,0,-1.0,1,1.0,6,1,1,458,1,Female,1,0.9978631,25 - 45
1.0,0,0,0,0,-1.0,0,,4,0,0,740,0,Female,0,0.0003789062,25 - 45
1.0,0,3,0,0,-1.0,7,0.0,9,0,1,51,1,Male,1,0.9990526,25 - 45
28.0,0,0,0,0,-28.0,2,6.0,4,0,0,51,1,Female,1,0.99035126,25 - 45
1.0,0,51,0,0,-1.0,5,,5,0,1,174,1,Male,1,0.9988776,25 - 45
1.0,0,0,0,0,-1.0,7,,9,0,0,877,0,Male,0,0.00017738822,25 - 45
1.0,1,0,0,0,-1.0,6,0.0,5,0,1,31,1,Male,1,0.99876213,25 - 45
294.0,0,0,0,0,53.0,8,0.0,10,1,1,53,1,Male,1,0.99895847,25 - 45
113.0,0,0,0,0,,1,,3,0,0,1149,0,Male,0,0.00021630674,25 - 45
1971.0,0,30,0,0,0.0,5,,7,1,1,419,1,Male,1,0.9990103,25 - 45
0.0,0,243,1,0,-1.0,10,,7,0,1,503,1,Male,1,0.99671006,25 - 45
106.0,0,0,0,1,72.0,9,0.0,7,1,1,72,1,Male,1,0.99914074,25 - 45
1.0,0,4,0,5,-1.0,10,,9,0,1,116,1,Male,1,0.9993556,25 - 45
1.0,0,6,0,0,-1.0,0,,2,0,0,927,0,Male,0,0.00019252705,25 - 45
1.0,0,15,0,0,-1.0,3,0.0,3,1,1,224,1,Male,1,0.9984346,25 - 45
0.0,0,1,0,0,0.0,7,,4,0,0,788,0,Male,0,0.0002581836,25 - 45
1.0,0,0,0,0,-1.0,0,,4,0,0,723,0,Female,0,0.0006885454,25 - 45
1.0,0,0,0,0,-1.0,1,,2,0,0,1173,0,Male,0,0.00015225238,25 - 45
1.0,0,1,0,0,-1.0,1,,1,0,0,933,0,Male,0,0.00018950085,25 - 45
1.0,0,0,0,0,-1.0,2,,7,0,0,1171,0,Male,0,0.00018821457,25 - 45
1.0,0,1,0,0,-1.0,1,0.0,1,0,1,7,1,Male,1,0.9990534,25 - 45
1.0,1,0,0,0,-1.0,18,,9,0,1,92,1,Male,1,0.99889225,25 - 45
159.0,0,0,0,0,-159.0,1,191.0,5,0,1,161,1,Male,1,0.9988104,25 - 45
0.0,0,0,0,0,0.0,3,0.0,1,0,1,75,1,Female,1,0.99862516,25 - 45
1.0,0,0,0,0,-1.0,0,,1,0,1,114,1,Male,1,0.99918157,25 - 45
73.0,0,0,0,1,165.0,2,0.0,4,0,1,165,1,Male,1,0.9984061,25 - 45
0.0,0,0,0,0,0.0,0,0.0,3,0,1,652,1,Male,1,0.9937336,25 - 45
1.0,0,0,0,0,0.0,5,0.0,8,0,1,606,1,Male,1,0.99628615,25 - 45
1.0,0,3,0,0,-1.0,1,,1,0,0,893,0,Male,0,0.00018747091,25 - 45
0.0,0,57,0,0,0.0,1,,10,0,1,61,1,Male,1,0.99858737,25 - 45
1.0,5,1,8,1,-1.0,23,0.0,8,0,0,74,1,Male,1,0.9920197,25 - 45
0.0,1,1,2,0,0.0,25,,10,0,0,31,1,Male,1,0.9889402,25 - 45
1.0,0,11,0,0,-1.0,18,,10,1,0,113,1,Male,1,0.98971784,25 - 45
1.0,0,0,0,0,-1.0,11,0.0,7,0,1,936,1,Male,0,0.015140232,25 - 45
634.0,0,0,0,0,,2,,9,0,0,756,0,Female,0,0.00043608402,25 - 45
1.0,0,0,0,0,-1.0,0,,3,0,0,1057,0,Female,0,0.0001655882,25 - 45
0.0,1,1,0,0,0.0,9,,7,0,0,265,1,Male,1,0.9753553,25 - 45
1.0,0,0,0,1,-1.0,9,,9,0,0,877,0,Male,0,0.00018935886,25 - 45
54.0,1,0,0,0,-54.0,8,,8,0,0,847,0,Male,0,0.00021455874,25 - 45
1.0,0,0,0,0,-1.0,0,,1,0,0,242,0,Male,0,0.0012509252,25 - 45
19.0,0,0,0,0,-19.0,7,,7,0,0,247,0,Male,0,0.0015940891,25 - 45
1.0,0,3,0,0,-1.0,0,,3,0,1,628,1,Female,1,0.995381,25 - 45
1.0,0,0,0,0,-1.0,1,,2,0,0,973,0,Male,0,0.00015225238,25 - 45
365.0,0,0,0,0,-1.0,3,,2,0,0,761,0,Male,0,0.0002657449,25 - 45
1.0,0,1,0,0,-1.0,3,,1,0,1,540,1,Male,1,0.99298865,25 - 45
1.0,0,61,0,0,-1.0,3,,5,0,0,74,0,Female,1,0.0029867413,25 - 45
1.0,0,0,0,1,-1.0,26,1.0,8,0,1,141,1,Male,1,0.9992186,25 - 45
1.0,0,1,0,0,-1.0,0,,2,0,0,881,0,Female,0,0.00018590607,25 - 45
1.0,0,1,0,0,0.0,0,,4,0,0,725,0,Male,0,0.0007757199,25 - 45
1.0,4,0,4,0,-1.0,9,0.0,7,0,1,59,1,Male,1,0.99920017,25 - 45
2.0,0,38,0,0,-1.0,1,,4,0,0,935,0,Female,0,0.00030487913,25 - 45
1.0,0,0,0,0,0.0,1,0.0,2,0,1,174,1,Male,1,0.9984316,25 - 45
0.0,0,1,0,0,0.0,5,0.0,6,1,0,74,1,Female,1,0.9684895,25 - 45
400.0,0,0,0,0,,1,,4,0,0,1113,0,Male,0,0.0002461392,25 - 45
0.0,0,9,0,0,0.0,0,,4,0,0,884,0,Male,0,0.00022939841,25 - 45
3.0,0,0,2,0,-3.0,10,,8,0,0,493,0,Female,0,0.0022099991,25 - 45
1.0,0,0,0,0,-1.0,2,,8,0,1,83,1,Female,1,0.9980064,25 - 45
2.0,0,0,0,0,-41.0,0,,6,0,1,240,1,Male,1,0.9990865,25 - 45
1.0,0,0,0,0,-1.0,0,,3,0,0,1092,0,Male,0,0.0001655882,25 - 45
3.0,0,0,0,0,,0,,3,0,0,1060,0,Male,0,0.00018911113,25 - 45
995.0,0,0,0,0,-51.0,3,,2,0,0,1087,0,Male,0,0.0002127313,25 - 45
1.0,0,0,0,0,-1.0,0,,2,0,0,1082,0,Male,0,0.0001655882,25 - 45
0.0,0,0,0,0,0.0,4,,1,0,1,471,1,Male,1,0.9937417,25 - 45
1.0,0,0,0,0,-1.0,0,0.0,1,1,1,508,1,Male,1,0.9973247,25 - 45
1.0,0,0,0,0,0.0,0,,8,0,1,144,1,Male,1,0.99943465,25 - 45
1.0,0,0,0,0,-103.0,27,,10,0,0,822,0,Male,0,0.00036021226,25 - 45
24.0,0,0,0,0,-24.0,1,,2,0,1,445,1,Male,1,0.99679863,25 - 45
1.0,1,0,1,0,,8,,10,0,0,1128,0,Male,0,0.00024418297,25 - 45
26.0,0,0,0,0,-26.0,2,,1,0,0,1115,0,Male,0,0.00024550545,25 - 45
99.0,0,0,0,1,,4,,9,0,0,857,0,Male,0,0.00023462389,25 - 45
1.0,0,0,0,0,0.0,0,,4,0,0,1115,0,Male,0,0.00020908473,25 - 45
1.0,0,8,0,0,-1.0,0,,2,0,0,843,0,Male,0,0.00019252705,25 - 45
1.0,0,1,0,0,0.0,3,0.0,7,0,1,86,1,Male,1,0.99858356,25 - 45
1.0,0,0,0,0,-1.0,1,,1,0,0,752,0,Female,0,0.00029247245,25 - 45
2.0,0,0,0,0,-2.0,0,,3,0,0,996,0,Male,0,0.0001655882,25 - 45
1.0,0,1,0,0,-1.0,0,0.0,1,1,1,706,1,Male,1,0.99588364,25 - 45
1.0,0,22,0,0,0.0,0,,4,0,0,1071,0,Male,0,0.00022939841,25 - 45
1.0,0,0,0,0,-1.0,0,,4,0,0,172,1,Female,1,0.90388453,25 - 45
1.0,0,0,0,0,-1.0,0,,1,0,0,863,0,Male,0,0.00018357423,25 - 45
643.0,0,0,0,0,,5,,10,0,0,745,0,Male,0,0.00048764696,25 - 45
1.0,0,1,0,0,-1.0,3,,5,0,1,135,1,Male,1,0.99857545,25 - 45
0.0,0,0,0,0,0.0,0,,9,0,1,218,1,Male,1,0.998018,25 - 45
0.0,0,0,0,0,0.0,0,,2,0,0,844,0,Male,0,0.00018530541,25 - 45
0.0,0,77,0,0,-1.0,7,0.0,5,0,1,377,1,Male,1,0.99269617,25 - 45
0.0,0,0,0,0,0.0,11,,7,0,0,835,0,Female,0,0.00029079753,25 - 45
1.0,0,1,0,0,0.0,7,,4,0,0,622,0,Male,0,0.0008637341,25 - 45
24.0,0,0,0,0,-24.0,1,,4,0,1,42,1,Male,1,0.9989341,25 - 45
1.0,0,1,0,0,0.0,15,0.0,8,0,0,451,1,Female,1,0.9880287,25 - 45
1.0,0,0,1,0,-1.0,9,,4,0,0,101,0,Male,0,0.0025478906,25 - 45
0.0,0,3,0,0,0.0,0,0.0,6,0,0,20,1,Male,1,0.983824,25 - 45
215.0,0,0,0,0,-215.0,4,,4,0,0,758,0,Male,0,0.0003146377,25 - 45
1.0,0,1,0,0,-1.0,8,,2,0,0,288,0,Male,0,0.0009750215,25 - 45
1.0,0,2,0,0,0.0,0,,4,0,0,1045,0,Female,0,0.00022150972,25 - 45
1.0,0,0,0,0,-1.0,5,0.0,5,0,1,76,1,Male,1,0.9986665,25 - 45
0.0,0,0,0,0,0.0,0,,1,0,1,24,1,Male,1,0.9984358,25 - 45
9.0,0,0,0,0,-9.0,4,,2,0,0,892,0,Male,0,0.00020072915,25 - 45
0.0,0,0,0,0,0.0,0,,1,0,0,899,0,Male,0,0.00020543269,25 - 45
0.0,0,0,0,0,0.0,1,,3,0,1,379,1,Male,1,0.988734,25 - 45
1.0,0,0,0,0,135.0,4,,1,0,0,135,0,Male,0,0.003211979,25 - 45
1.0,0,0,0,0,-1.0,3,0.0,4,0,1,91,1,Male,1,0.9977018,25 - 45
0.0,0,0,0,0,0.0,1,0.0,1,0,1,123,1,Male,1,0.9975922,25 - 45
1.0,0,1,0,0,-1.0,0,,1,0,1,446,1,Male,1,0.9974867,25 - 45
0.0,0,1,0,0,0.0,0,,1,0,0,936,0,Male,0,0.00021764069,25 - 45
21.0,0,0,0,0,-21.0,5,,3,0,0,956,0,Male,0,0.00020469166,25 - 45
2.0,0,1,0,1,-1.0,8,,7,0,0,1153,0,Male,0,0.00019898647,25 - 45
11.0,0,0,0,0,-11.0,5,0.0,1,0,1,46,1,Male,1,0.99912316,25 - 45
7.0,0,0,0,0,-7.0,0,,1,0,0,1081,0,Male,0,0.00024202139,25 - 45
1.0,0,0,1,0,-1.0,27,,7,0,0,1091,0,Male,0,0.00025513582,25 - 45
1.0,0,2,0,0,-1.0,5,,6,0,0,310,0,Male,0,0.0022003707,25 - 45
1.0,0,1,0,0,-1.0,0,,1,0,1,552,1,Female,1,0.99618703,25 - 45
1.0,0,32,0,0,-1.0,2,,10,0,0,55,1,Female,1,0.9735652,25 - 45
1.0,0,0,0,0,-1.0,0,0.0,3,0,0,95,1,Male,0,0.95466036,25 - 45
1.0,0,1,0,0,-1.0,1,,2,0,0,965,0,Male,0,0.00017093422,25 - 45
0.0,0,1,0,0,0.0,0,,5,0,0,825,0,Female,0,0.00026628512,25 - 45
1.0,0,0,0,0,-1.0,3,0.0,1,0,1,367,1,Male,1,0.99838877,25 - 45
27.0,0,0,0,0,-27.0,3,0.0,6,0,0,327,1,Female,1,0.98191386,25 - 45
3.0,0,0,0,0,-3.0,0,,2,0,0,837,0,Female,0,0.0002050024,25 - 45
1.0,0,4,1,0,-1.0,11,,8,0,0,151,0,Male,0,0.003219753,25 - 45
1.0,1,0,0,1,0.0,11,0.0,8,0,1,447,1,Male,1,0.99879175,25 - 45
1.0,0,0,0,0,-1.0,4,,1,0,1,739,1,Male,0,0.04850335,25 - 45
1.0,0,0,0,0,-1.0,0,,1,0,0,1136,0,Male,0,0.00018357423,25 - 45
1.0,0,0,0,0,-1.0,1,,1,0,0,932,0,Female,0,0.00016879014,25 - 45
1.0,0,1,0,0,-1.0,0,,1,1,1,67,1,Male,1,0.9992193,25 - 45
1.0,0,69,0,0,-1.0,7,,8,0,1,112,1,Male,1,0.9992046,25 - 45
1.0,0,0,0,0,-1.0,3,,4,0,0,645,0,Female,0,0.00081878086,25 - 45
1.0,0,580,0,0,-1.0,2,1.0,7,0,0,324,1,Male,0,0.9722145,25 - 45
6.0,0,0,1,0,-17.0,9,,7,0,0,792,0,Male,0,0.00034978671,25 - 45
1.0,0,2,0,0,0.0,8,0.0,10,0,1,57,1,Male,1,0.9989905,25 - 45
2.0,0,0,0,0,-2.0,2,,5,0,0,896,0,Female,0,0.00017924012,25 - 45
1006.0,0,0,0,0,-1.0,5,,5,0,0,784,0,Male,0,0.00032784799,25 - 45
69.0,0,0,0,0,-69.0,2,,3,0,0,1059,0,Male,0,0.0002231377,25 - 45
1.0,0,0,0,0,-1.0,0,,1,0,0,1043,0,Female,0,0.00018357423,25 - 45
435.0,0,0,0,0,35.0,8,0.0,4,0,1,35,1,Male,1,0.9989844,25 - 45
1.0,0,1,0,0,-1.0,2,,4,0,0,356,0,Male,0,0.0014560797,25 - 45
2.0,0,0,0,0,-2.0,0,,1,0,0,1152,0,Male,0,0.00018357423,25 - 45
1.0,0,1,0,0,-1.0,0,,2,0,0,1149,0,Male,0,0.00018590607,25 - 45
1.0,0,28,0,0,-1.0,0,0.0,9,0,0,233,1,Female,1,0.99484384,25 - 45
